Light Agent Rewards
-648
-853
-816
-651
-928
-676
-830
-774
-853
-527
-593
-534
-489
-561
-692
-580
-455
-551
-379
-335
-500
-403
-343
-389
-472
-402
-320
-331
-305
-339
-250
-259
-172
-269
-74
-385
-92
-246
-192
-77
-139
-127
-101
-55
-70
19
-155
13
62
-1
-39
53
42
123
-29
125
77
168
13
150
189
270
115
293
330
165
349
248
214
322
226
125
185
105
187
252
351
210
219
230
25
-5
63
97
394
218
193
298
342
353
159
358
175
76
320
298
407
351
80
200
-1396
-649
-719
-150
-360
58
130
221
119
-85
-54
-391
-354
-281
-675
-294
68
-727
-471
-56
-266
-103
-1314
-641
41
-173
-552
151
4
78
116
-321
-516
-125
-343
235
116
297
-47
-3
21
-2
205
326
178
215
59
168
-120
-26
5
-304
-3
-429
-407
115
-271
-330
-537
-466
-165
-186
-620
-302
188
238
-319
203
-1266
-329
-363
31
-108
110
301
228
108
-241
-42
15
-203
-1412
-688
-480
-550
-88
-277
-60
-1383
-337
-129
-274
-168
-653
-588
-275
-552
-108
-474
-494
-350
-362
-494
-344
-285
-250
-633
-428
-334
-139
-414
-315
-561
-492
-534
-310
138
73
184
-69
69
146
-111
-108
-116
133
-8
-1608
-381
-177
-94
-208
23
252
-425
-691
-168
-2
-713
-739
-997
42
-62
-84
-121
-78
-419
-791
-923
-115
-1221
-355
-123
203
-239
46
-667
-399
-688
-507
-957
-1024
-669
-554
-872
-291
-1024
-761
-1149
-259
-1037
-437
-153
-269
-341
-522
98
-239
48
-8
178
177
175
358
302
264
238
172
-114
-192
197
181
-342
-390
-527
-309
-468
124
154
44
-941
-84
-16
-339
-345
97
169
-207
-864
-369
-319
-95
-138
-367
-639
-257
-279
-259
-600
-140
-706
-583
-684
-758
-229
-94
-27
-287
-601
65
-156
-111
159
-38
-1176
-1255
-181
315
-178
-236
151
78
119
-588
-90
-225
-99
-97
-215
-155
-1716
-147
-163
-64
173
277
56
-385
-436
295
235
143
0
105
-123
-901
-820
186
252
-290
-175
-322
-1303
-242
30
-356
-374
-112
-530
-1228
-157
121
-431
189
-4
87
253
345
271
313
259
427
300
265
-433
226
-341
133
-12
-183
-231
26
-92
-127
-446
-699
-430
-395
-173
-150
27
6
-146
-110
155
101
-254
107
205
-68
259
-139
297
266
-15
121
-193
162
-118
-210
-235
-281
-231
46
154
-448
-202
96
328
187
194
81
291
204
253
120
188
304
275
142
78
-447
-14
-59
-54
161
267
178
132
-161
-259
76
-145
294
243
-47
379
-183
167
274
161
343
182
-133
-185
-131
220
20
105
150
122
118
6
94
-364
-450
39
239
79
238
266
73
145
276
-54
171
275
-5
-117
252
261
