Yokobo Emotion Distribution
"[0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0, 0.0]"
"[1.0, 0.0, 0.0, 0.0]"
"[0.9090909090909091, 0.0, 0.09090909090909091, 0.0]"
"[0.8333333333333334, 0.0, 0.16666666666666666, 0.0]"
"[0.7692307692307693, 0.0, 0.23076923076923078, 0.0]"
"[0.7142857142857143, 0.0, 0.2857142857142857, 0.0]"
"[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]"
"[0.625, 0.0, 0.375, 0.0]"
"[0.5882352941176471, 0.0, 0.4117647058823529, 0.0]"
"[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]"
"[0.5263157894736842, 0.0, 0.47368421052631576, 0.0]"
"[0.5, 0.0, 0.5, 0.0]"
"[0.47619047619047616, 0.0, 0.5238095238095238, 0.0]"
"[0.45454545454545453, 0.0, 0.5454545454545454, 0.0]"
"[0.43478260869565216, 0.0, 0.5652173913043478, 0.0]"
"[0.4166666666666667, 0.0, 0.5833333333333334, 0.0]"
"[0.4, 0.04, 0.56, 0.0]"
"[0.38461538461538464, 0.07692307692307693, 0.5384615384615384, 0.0]"
"[0.37037037037037035, 0.1111111111111111, 0.5185185185185185, 0.0]"
"[0.35714285714285715, 0.14285714285714285, 0.5, 0.0]"
"[0.3448275862068966, 0.1724137931034483, 0.4827586206896552, 0.0]"
"[0.3333333333333333, 0.2, 0.4666666666666667, 0.0]"
"[0.3225806451612903, 0.1935483870967742, 0.4838709677419355, 0.0]"
"[0.3125, 0.21875, 0.46875, 0.0]"
"[0.30303030303030304, 0.21212121212121213, 0.48484848484848486, 0.0]"
"[0.29411764705882354, 0.23529411764705882, 0.47058823529411764, 0.0]"
"[0.2857142857142857, 0.2571428571428571, 0.45714285714285713, 0.0]"
"[0.2777777777777778, 0.2777777777777778, 0.4444444444444444, 0.0]"
"[0.2702702702702703, 0.2972972972972973, 0.43243243243243246, 0.0]"
"[0.2631578947368421, 0.3157894736842105, 0.42105263157894735, 0.0]"
"[0.2564102564102564, 0.3333333333333333, 0.41025641025641024, 0.0]"
"[0.25, 0.35, 0.4, 0.0]"
"[0.24390243902439024, 0.34146341463414637, 0.4146341463414634, 0.0]"
"[0.23809523809523808, 0.35714285714285715, 0.40476190476190477, 0.0]"
"[0.23255813953488372, 0.3488372093023256, 0.4186046511627907, 0.0]"
"[0.22727272727272727, 0.36363636363636365, 0.4090909090909091, 0.0]"
"[0.2222222222222222, 0.35555555555555557, 0.4222222222222222, 0.0]"
"[0.21739130434782608, 0.3695652173913043, 0.41304347826086957, 0.0]"
"[0.2127659574468085, 0.3617021276595745, 0.425531914893617, 0.0]"
"[0.20833333333333334, 0.375, 0.4166666666666667, 0.0]"
"[0.20408163265306123, 0.3877551020408163, 0.40816326530612246, 0.0]"
"[0.2, 0.4, 0.4, 0.0]"
"[0.19607843137254902, 0.4117647058823529, 0.39215686274509803, 0.0]"
"[0.19230769230769232, 0.4230769230769231, 0.38461538461538464, 0.0]"
"[0.18867924528301888, 0.4339622641509434, 0.37735849056603776, 0.0]"
"[0.18518518518518517, 0.4444444444444444, 0.37037037037037035, 0.0]"
"[0.18181818181818182, 0.43636363636363634, 0.38181818181818183, 0.0]"
"[0.17857142857142858, 0.44642857142857145, 0.375, 0.0]"
"[0.17543859649122806, 0.45614035087719296, 0.3684210526315789, 0.0]"
"[0.1724137931034483, 0.4482758620689655, 0.3793103448275862, 0.0]"
"[0.1694915254237288, 0.4576271186440678, 0.3728813559322034, 0.0]"
"[0.16666666666666666, 0.45, 0.38333333333333336, 0.0]"
"[0.16393442622950818, 0.45901639344262296, 0.3770491803278688, 0.0]"
"[0.16129032258064516, 0.46774193548387094, 0.3709677419354839, 0.0]"
"[0.15873015873015872, 0.47619047619047616, 0.36507936507936506, 0.0]"
"[0.15625, 0.484375, 0.359375, 0.0]"
"[0.15384615384615385, 0.47692307692307695, 0.36923076923076925, 0.0]"
"[0.15151515151515152, 0.48484848484848486, 0.36363636363636365, 0.0]"
"[0.14925373134328357, 0.4925373134328358, 0.3582089552238806, 0.0]"
"[0.14705882352941177, 0.5, 0.35294117647058826, 0.0]"
"[0.14492753623188406, 0.5072463768115942, 0.34782608695652173, 0.0]"
"[0.14285714285714285, 0.5142857142857142, 0.34285714285714286, 0.0]"
"[0.14084507042253522, 0.5211267605633803, 0.3380281690140845, 0.0]"
"[0.1388888888888889, 0.5277777777777778, 0.3333333333333333, 0.0]"
"[0.136986301369863, 0.5342465753424658, 0.3287671232876712, 0.0]"
"[0.13513513513513514, 0.5405405405405406, 0.32432432432432434, 0.0]"
"[0.13333333333333333, 0.5466666666666666, 0.32, 0.0]"
"[0.13157894736842105, 0.5526315789473685, 0.3157894736842105, 0.0]"
"[0.12987012987012986, 0.5584415584415584, 0.3116883116883117, 0.0]"
"[0.1282051282051282, 0.5641025641025641, 0.3076923076923077, 0.0]"
"[0.12658227848101267, 0.569620253164557, 0.3037974683544304, 0.0]"
"[0.125, 0.575, 0.3, 0.0]"
"[0.12345679012345678, 0.5802469135802469, 0.2962962962962963, 0.0]"
"[0.12195121951219512, 0.5853658536585366, 0.2926829268292683, 0.0]"
"[0.12048192771084337, 0.5903614457831325, 0.2891566265060241, 0.0]"
"[0.11904761904761904, 0.5952380952380952, 0.2857142857142857, 0.0]"
"[0.11764705882352941, 0.6, 0.2823529411764706, 0.0]"
"[0.11627906976744186, 0.6046511627906976, 0.27906976744186046, 0.0]"
"[0.11494252873563218, 0.6091954022988506, 0.27586206896551724, 0.0]"
"[0.11363636363636363, 0.6136363636363636, 0.2727272727272727, 0.0]"
"[0.11235955056179775, 0.6179775280898876, 0.2696629213483146, 0.0]"
"[0.1111111111111111, 0.6222222222222222, 0.26666666666666666, 0.0]"
"[0.10989010989010989, 0.6263736263736264, 0.26373626373626374, 0.0]"
"[0.10869565217391304, 0.6304347826086957, 0.2608695652173913, 0.0]"
"[0.10752688172043011, 0.6344086021505376, 0.25806451612903225, 0.0]"
"[0.10638297872340426, 0.6382978723404256, 0.2553191489361702, 0.0]"
"[0.10526315789473684, 0.6421052631578947, 0.25263157894736843, 0.0]"
"[0.10416666666666667, 0.6458333333333334, 0.25, 0.0]"
"[0.10309278350515463, 0.6494845360824743, 0.24742268041237114, 0.0]"
"[0.10204081632653061, 0.6530612244897959, 0.24489795918367346, 0.0]"
"[0.10101010101010101, 0.6565656565656566, 0.24242424242424243, 0.0]"
"[0.1, 0.66, 0.24, 0.0]"
"[0.09900990099009901, 0.6633663366336634, 0.2376237623762376, 0.0]"
"[0.09803921568627451, 0.6666666666666666, 0.23529411764705882, 0.0]"
"[0.0970873786407767, 0.6699029126213593, 0.23300970873786409, 0.0]"
"[0.09615384615384616, 0.6730769230769231, 0.23076923076923078, 0.0]"
"[0.09523809523809523, 0.6761904761904762, 0.22857142857142856, 0.0]"
"[0.09433962264150944, 0.6792452830188679, 0.22641509433962265, 0.0]"
"[0.09345794392523364, 0.6822429906542056, 0.22429906542056074, 0.0]"
"[0.09259259259259259, 0.6851851851851852, 0.2222222222222222, 0.0]"
"[0.09174311926605505, 0.6880733944954128, 0.22018348623853212, 0.0]"
"[0.09090909090909091, 0.6909090909090909, 0.21818181818181817, 0.0]"
"[0.09009009009009009, 0.6936936936936937, 0.21621621621621623, 0.0]"
"[0.08928571428571429, 0.6964285714285714, 0.21428571428571427, 0.0]"
"[0.08849557522123894, 0.6991150442477876, 0.21238938053097345, 0.0]"
"[0.08771929824561403, 0.7017543859649122, 0.21052631578947367, 0.0]"
"[0.08695652173913043, 0.7043478260869566, 0.20869565217391303, 0.0]"
"[0.08620689655172414, 0.7068965517241379, 0.20689655172413793, 0.0]"
"[0.08547008547008547, 0.7094017094017094, 0.20512820512820512, 0.0]"
"[0.0847457627118644, 0.711864406779661, 0.2033898305084746, 0.0]"
"[0.08403361344537816, 0.7142857142857143, 0.20168067226890757, 0.0]"
"[0.08333333333333333, 0.7166666666666667, 0.2, 0.0]"
"[0.08264462809917356, 0.71900826446281, 0.19834710743801653, 0.0]"
"[0.08196721311475409, 0.7213114754098361, 0.19672131147540983, 0.0]"
"[0.08130081300813008, 0.7235772357723578, 0.1951219512195122, 0.0]"
"[0.08064516129032258, 0.7258064516129032, 0.1935483870967742, 0.0]"
